OTUs,Acanthastrea_encrusting_spp,Acropora_bushy_sp1,Acropora_bushy_sp2,Acropora_bushy_sp3,Acropora_bushy_sp4,Acropora_tabulate_sp1,Acropora_bushy_sp5,Acropora_bushy_sp6,Acropora_bushy_sp7,Acropora_humilis_group_sp1,Acropora_cf_glauca,Acropora_humilis_group_sp2,Acropora_hyacinthus_group_sp1,Acropora_bushy_sp8,Acropora_bushy_sp9,Acropora_muricata_group_sp1,Acropora_tabulate_sp2,Acropora_encrusting_sp1,Acropora_encrusting_sp2,Acropora_spp,Acropora_bushy_sp10,Acropora_bushy_sp11,Acropora_bushy_sp12,Acropora_bushy_sp13,Acropora_bushy_sp14,Alveopora_massive_sp1,Alveopora_encrusting_sp1,Alveopora_spp,Astreopora_plate_sp1,Astreopora_encrusting_sp1,Astreopora_plate_sp2,Astreopora_spp,Astreopora_encrusting_sp2,Barabattoia_amicorum,Caulastrea_massive_sp1,Coeloseris_encrusting_sp1,Coscinaraea_encrusting_sp2,Coscinaaea_encrusting_sp1,Cyphastrea_massive_sp1,Cyphastrea_encrusting_sp1,Cyphastrea_encrusting_sp2,Diploastrea_massive_sp1,Echynophyllia_encrusting_sp1,Echynophyllia_sp,Echynopora_spp,Turbinaria_encrusting_spp,Euphyllia_cf_ancora,Euphyllia_cf_glabrescens,Favia_massive_sp1,Favia_massive_sp2,Favia_massive_sp3,Favia_massive_sp4,Favia_massive_sp5,Favia_massive_sp6,Favia_massive_sp7,Favia_massive_sp8,Favia_stelligera,Faviidae_spp,Favites_massive_sp2,Favites_massive_sp1,Favites_massive_sp3,Favites_spp,Galaxea_spp,Favites_Goniastrea_massive_sp1,Goniastrea_encrusting_sp1,Goniastrea_massive_sp1,Goniastrea_encrusting_sp2,Favites_Goniastrea_massive_sp2,Goniastrea_spp,Goniopora_massive_sp1,Goniopora_spp,Heliofungia_unattached_sp1,Heliopora_coerulea,Hydnophora_encrusting_sp1,Hydnophora_encrusting_sp2,Hydnophora_massive_sp1,Hydnophora_rigida,Hydnophora_spp,Isopora_bushy_sp1,Isopora_encrusting_sp1,Isopora_columnar_sp1,Isoora_spp,Leptastrea_encusting_sp1,Leptastrea_encusting_sp2,Leptoria_columnar_sp1,Leptoseris_foliose_sp1,Lithophylon_encrusting_sp1,Lithophylon_foliose_sp1,Lobophyllia_massive_sp1,Lobophyllia_massive_sp2,Lobophyllia_spp,Merulina_ampliata_/_scabricula,Merulina_encrusting_sp1,Merulina_spp,Millepora_encrusting_sp1,Millepora_encrusting_sp2,Millepora_spp,Millepora_bushy_sp1,Montastrea_encrusting_sp1,Montastrea_encrusting_sp2,Montastrea_spp,Montipora_bushy_sp1,Montipora_encrusting_sp2,Montipora_encrusting_sp1,Montipora_plate_sp1,Montipora_encrusting_sp3,Montipora_encrusting_sp4,Montipora_encrusting_sp5,Montipora_encrusting_sp6,Montipora_encrusting_sp7,Montipora_encrusting_sp8,Montipora_encrusting_sp9,Montipora_encrusting_sp10,Montipora_spp,Montipora_encrusting_sp11,Montipora_encrusting_sp12,Montipora_encrusting_sp13,Mycedium_encrusting_sp1,Mycedium_encrusting_sp2,Oulastrea_crispata,Oxypora_spp,Pachyseris_foliose_sp1,Pachyseris_foliose_sp2,Pavona_foliose_sp1,Pavona_columnar_sp1,Pavona_foliose_sp2,Pavona_encrusting_sp1,Pavona_encrusting_sp2,Pectinia_foliose_sp1,Platygyra_massive_sp1,Platygyra_massive_sp2,Platygyra_massive_sp3,Platygyra_spp,Pocillopora_damicornis,Pocillopora_eydouxi_like_sp1,Pocillopora_spp,Pocillopora_verrucosa_like,Pocillopora_eydouxi_like_sp2,Pries_encrusting_sp1,Porites_cf_lichen,Porites_lobata_lutea,Porites_bushy_sp1,Porites_bushy_sp2,Porites_massive_sp1,Porites_spp,Psammocora_contigua_group,Psammocora_profundacella_group_sp1,Psammocora_spp,Psammocora_profundacella_group_sp2,Scolymia_vitiensis,Seriatopora_hystrix_calendrium,Seriatopora_stellata,Scleractinian_unidentified_encrusting,Scleractinian_unidentified_massive,Scleractinian_unidentified,Stylophora_pistillata_group,Symphyllia_massive_sp,Symphyllia_spp,Tubastrea_encrusting_sp1,Tubastrea_encrusting_sp2,Turbinaria_foliose_sp1,Turbinaria_foliose_sp2,Turbinaria_foliose_sp3,Turbinaria_encrusting_sp2,Acropora_arborescent,Montipora_bushy,Porites_bushy,Acropora_bushy,Acropora_encrusting,Astreopora_encrusting,Goniopora_encrusting,Montipora_encrusting,Porites_encrusting,Montipora_table,Porites_massive,Plesiastrea_versipora,Acropora_tabulate_spp,Asterospicularia_sp1,Briareum_violacea,Klyxum_simplex,Lobophytum_spp,Sarcophyton_spp,Sinularia_sp2,Sinularia_sp3,Sinularia_sp4,Sinularia_sp1,Sinularia_spp,Tubipora_musica,Xeniidae_sp3,Xeniidae_sp4,Xeniidae_sp1,Xeniidae_sp5,Xeniidae_sp6,Xeniidae_sp2,Xeniidae_sp7,soft_coral,ECA,Amphiroa_spp,Caulerpa_sp1,Chlorodesmis_spp,red_algae_sp5,Codium_sp1,geniculate_coralline_sp1,red_algae_sp3,brown_algae_sp1,Dictyosphaeria_sp1,Dictyota_sp1,Dictyota_spp,red_algae_sp6,red_algae_sp1,Halimeda_sp1,Halimda_spp,red_algae_sp4,Hypnea_like_sp1,Neomeris_spp,Padina_spp,crustose_algae_sp1,Sargasum_spp,Tricleocarpa_sp1,Ulva_sp1,brown_algae_sp2,red_algae_sp2,brown_filamentous_algae,cyanophyta,geniculate_coralline_algae,red_algae,turf_algae,turf_sedimented_,Sponge_sp1,Sponge_sp10,Sponge_sp2,Sponge_sp3,Sponge_sp4,Sponge_sp5,Sponge_sp6,Sponge_sp7,Sponge_sp8,Sponge_sp9,Sponge_spp,Terpios_like,Xestospongia_spp,Palythoa_tuberculosa,Zoanthid_sp1,Antipatharia_ssp,Condylactis_spp,Discosoma_sp1,Rhodactis_indosinensis,Discosoma_sp2,Heteracis_spp,Radianthus_sp1,Ascidian_sp1,Ascidian_sp2,Ascidian_spp,Didemnum_sp1,Cerianthus_sp1,Charonia_sp1,Cirriped_sp1,Comanhina_spp,Diadema_spp,Distichopora_spp,Distichopora_sp1,urchin_sp1,urchin_sp2,Entacmea_sp1,Hermit_crab,Holothuria_sp1,Holothuria_sp2,Seastar_sp1,Oyster_spp,Nudibranch_sp1,Seastar_sp2,Sabellidae_spp,Seastar_spp,Spirobranchus_spp,Tectus_sp1,Tridacna_spp,Urchin_spX,Urchin_spp,Hydroid_spp,Ophiurida_spp,Vermetid_sp1,boulder,gravel_small_rubble,limestone,rock,rubble,sand,Unidentify_sp1,Unknown
Chinwan_Inner_Bay_T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,322,4,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,121,491,0,0
Chinwan_Inner_Bay_T2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,532,0,0
Chinwan_Inner_Bay_T3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,606,3,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,46,302,0,0
Chinwan_Inner_Bay_T4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,297,0,0
Chinwan_Inner_Bay_T5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,542,0,0
Cimei_T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,162,814,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Cimei_T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,23,75,0,0,0,0,0,0,0,0,0,1,0,5,0,2,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,90,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,0,0
Cimei_T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,155,0,0
Cimei_T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,852,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Cimei_T5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194,31,0,0
Dabaisha_T1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,97,0,17,0,2,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,2,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,351,7,0,72,17,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,0,0,6,0,0
Dabaisha_T2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,1,0,0,0,0,0,141,0,1,0,0,20,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,22,0,5,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,67,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,22,77,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,118,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,1,0,0,0
Dabaisha_T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,27,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,114,0,28,0,34,0,0,83,0,0,2,7,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,115,0,0,63,0,4,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,2,67,205,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,29,0,1
Dabaisha_T4,0,0,0,6,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,5,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,48,0,0,6,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,6,0,0,0,0,0,126,0,7,0,69,4,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,25,17,30,97,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,9,0,10,0,0,0,13,0,0,0,0,0,0,0,0,5,0,1,128,0,1,158,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,3,0,0
Dabaisha_T5,0,3,0,17,0,13,0,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,19,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,11,0,0,0,0,0,100,0,10,0,6,0,0,0,0,0,1,30,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,16,14,10,0,21,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,10,1,3,0,0,4,0,0,0,0,0,0,0,0,0,10,1,0,115,0,0,184,50,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,12,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,5,6,0,0
Dingbaisha_T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,0,0,0,0,0,0,0,0,14,849,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0
Dingbaisha_T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,46,0,0,0,0,0,0,0,0,2,760,30,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,0,0
Dingbaisha_T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,59,0,0,0,0,0,0,0,0,6,813,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
